,FileName,XMin,XMax,YMin,YMax,ClassName
0,RGB_63642838276284.jpg,0.05,0.95,0.05,0.95,1_HYSE
1,RGB_63643987300389.jpg,0.05,0.95,0.05,0.95,1_HYSE
2,RGB_63643376639640.jpg,0.05,0.95,0.05,0.95,1_HYSE
3,RGB_63643969340199.jpg,0.05,0.95,0.05,0.95,1_HYSE
4,RGB_63644266366698.jpg,0.05,0.95,0.05,0.95,1_HYSE
5,RGB_63643459475092.jpg,0.05,0.95,0.05,0.95,1_HYSE
6,RGB_63642548740205.jpg,0.05,0.95,0.05,0.95,1_HYSE
7,RGB_63642132467180.jpg,0.05,0.95,0.05,0.95,1_HYSE
8,RGB_63643355658493.jpg,0.05,0.95,0.05,0.95,1_HYSE
9,RGB_63643486338031.jpg,0.05,0.95,0.05,0.95,1_HYSE
10,RGB_63644010565675.jpg,0.05,0.95,0.05,0.95,1_HYSE
11,RGB_63644200568339.jpg,0.05,0.95,0.05,0.95,1_HYSE
12,RGB_63643884105240.jpg,0.05,0.95,0.05,0.95,1_HYSE
13,RGB_63642132456216.jpg,0.05,0.95,0.05,0.95,1_HYSE
14,RGB_63642629768251.jpg,0.05,0.95,0.05,0.95,1_HYSE
15,RGB_63643400269866.jpg,0.05,0.95,0.05,0.95,1_HYSE
16,RGB_63643883749801.jpg,0.05,0.95,0.05,0.95,1_HYSE
17,RGB_63643903690117.jpg,0.05,0.95,0.05,0.95,1_HYSE
18,RGB_63643462206819.jpg,0.05,0.95,0.05,0.95,1_HYSE
19,RGB_63644267398790.jpg,0.05,0.95,0.05,0.95,1_HYSE
20,RGB_63642838281058.jpg,0.05,0.95,0.05,0.95,1_HYSE
21,RGB_63643987083954.jpg,0.05,0.95,0.05,0.95,1_HYSE
22,RGB_63643973165361.jpg,0.05,0.95,0.05,0.95,1_HYSE
23,RGB_63642630277316.jpg,0.05,0.95,0.05,0.95,1_HYSE
24,RGB_63643973365446.jpg,0.05,0.95,0.05,0.95,1_HYSE
25,RGB_63643986735169.jpg,0.05,0.95,0.05,0.95,1_HYSE
26,RGB_63642838275969.jpg,0.05,0.95,0.05,0.95,1_HYSE
27,RGB_63644343687459.jpg,0.05,0.95,0.05,0.95,1_HYSE
28,RGB_63642132460027.jpg,0.05,0.95,0.05,0.95,1_HYSE
29,RGB_63644011186202.jpg,0.05,0.95,0.05,0.95,1_HYSE
30,RGB_63643377682953.jpg,0.05,0.95,0.05,0.95,1_HYSE
31,RGB_63643883245279.jpg,0.05,0.95,0.05,0.95,1_HYSE
32,RGB_63643990961562.jpg,0.05,0.95,0.05,0.95,1_HYSE
33,RGB_63643905061965.jpg,0.05,0.95,0.05,0.95,1_HYSE
34,RGB_63644340801907.jpg,0.05,0.95,0.05,0.95,1_HYSE
35,RGB_63643376288512.jpg,0.05,0.95,0.05,0.95,1_HYSE
36,RGB_63643972295785.jpg,0.05,0.95,0.05,0.95,1_HYSE
37,RGB_63643483467258.jpg,0.05,0.95,0.05,0.95,1_HYSE
38,RGB_63644266954346.jpg,0.05,0.95,0.05,0.95,1_HYSE
39,RGB_63642132458343.jpg,0.05,0.95,0.05,0.95,1_HYSE
40,RGB_63643882920829.jpg,0.05,0.95,0.05,0.95,1_HYSE
41,RGB_63643358666951.jpg,0.05,0.95,0.05,0.95,1_HYSE
42,RGB_63642628656443.jpg,0.05,0.95,0.05,0.95,1_HYSE
43,RGB_63642838310605.jpg,0.05,0.95,0.05,0.95,1_HYSE
44,RGB_63643989946165.jpg,0.05,0.95,0.05,0.95,1_HYSE
45,RGB_63643356089627.jpg,0.05,0.95,0.05,0.95,1_HYSE
46,RGB_63644267139306.jpg,0.05,0.95,0.05,0.95,1_HYSE
47,RGB_63644321565017.jpg,0.05,0.95,0.05,0.95,1_HYSE
48,RGB_63643436700221.jpg,0.05,0.95,0.05,0.95,1_HYSE
49,RGB_63642838279481.jpg,0.05,0.95,0.05,0.95,1_HYSE
50,RGB_63642838305118.jpg,0.05,0.95,0.05,0.95,1_HYSE
51,RGB_63643359001304.jpg,0.05,0.95,0.05,0.95,1_HYSE
52,RGB_63642132470132.jpg,0.05,0.95,0.05,0.95,1_HYSE
53,RGB_63642628743064.jpg,0.05,0.95,0.05,0.95,1_HYSE
54,RGB_63643973150569.jpg,0.05,0.95,0.05,0.95,1_HYSE
55,RGB_63643442052717.jpg,0.05,0.95,0.05,0.95,1_HYSE
56,RGB_63644295477991.jpg,0.05,0.95,0.05,0.95,1_HYSE
57,RGB_63643507659505.jpg,0.05,0.95,0.05,0.95,1_HYSE
58,RGB_63642132452055.jpg,0.05,0.95,0.05,0.95,1_HYSE
59,RGB_63643399746963.jpg,0.05,0.95,0.05,0.95,1_HYSE
60,RGB_63642132466314.jpg,0.05,0.95,0.05,0.95,1_HYSE
61,RGB_63643499568700.jpg,0.05,0.95,0.05,0.95,1_HYSE
62,RGB_63643883003634.jpg,0.05,0.95,0.05,0.95,1_HYSE
63,RGB_63643987490316.jpg,0.05,0.95,0.05,0.95,1_HYSE
64,RGB_63643986499835.jpg,0.05,0.95,0.05,0.95,1_HYSE
65,RGB_63643883947105.jpg,0.05,0.95,0.05,0.95,1_HYSE
66,RGB_63643530039697.jpg,0.05,0.95,0.05,0.95,1_HYSE
67,RGB_63642628702120.jpg,0.05,0.95,0.05,0.95,1_HYSE
68,RGB_63642132441762.jpg,0.05,0.95,0.05,0.95,1_HYSE
69,RGB_63643903533327.jpg,0.05,0.95,0.05,0.95,1_HYSE
70,RGB_63643376395130.jpg,0.05,0.95,0.05,0.95,1_HYSE
71,RGB_63642838282018.jpg,0.05,0.95,0.05,0.95,1_HYSE
72,RGB_63645547973649.jpg,0.05,0.95,0.05,0.95,1_HYSE
73,RGB_63643902828148.jpg,0.05,0.95,0.05,0.95,1_HYSE
74,RGB_63642630090367.jpg,0.05,0.95,0.05,0.95,1_HYSE
75,RGB_63642132432847.jpg,0.05,0.95,0.05,0.95,1_HYSE
76,RGB_63643459447240.jpg,0.05,0.95,0.05,0.95,1_HYSE
77,RGB_63642132462975.jpg,0.05,0.95,0.05,0.95,1_HYSE
78,RGB_63643417248053.jpg,0.05,0.95,0.05,0.95,1_HYSE
79,RGB_63643507817615.jpg,0.05,0.95,0.05,0.95,1_HYSE
80,RGB_63644244673925.jpg,0.05,0.95,0.05,0.95,1_HYSE
81,RGB_63642132431541.jpg,0.05,0.95,0.05,0.95,1_HYSE
82,RGB_63644010201597.jpg,0.05,0.95,0.05,0.95,1_HYSE
83,RGB_63645548009408.jpg,0.05,0.95,0.05,0.95,1_HYSE
84,RGB_63644322289986.jpg,0.05,0.95,0.05,0.95,1_HYSE
85,RGB_63643530795576.jpg,0.05,0.95,0.05,0.95,1_HYSE
86,RGB_63643901704284.jpg,0.05,0.95,0.05,0.95,1_HYSE
87,RGB_63644244201053.jpg,0.05,0.95,0.05,0.95,1_HYSE
88,RGB_63644246162871.jpg,0.05,0.95,0.05,0.95,1_HYSE
89,RGB_63643884466153.jpg,0.05,0.95,0.05,0.95,1_HYSE
90,RGB_63643902025146.jpg,0.05,0.95,0.05,0.95,1_HYSE
91,RGB_63642838290030.jpg,0.05,0.95,0.05,0.95,1_HYSE
92,RGB_63642628753247.jpg,0.05,0.95,0.05,0.95,1_HYSE
93,RGB_63644201046789.jpg,0.05,0.95,0.05,0.95,1_HYSE
94,RGB_63643378184475.jpg,0.05,0.95,0.05,0.95,1_HYSE
95,RGB_63642132457938.jpg,0.05,0.95,0.05,0.95,1_HYSE
96,RGB_63644270686980.jpg,0.05,0.95,0.05,0.95,1_HYSE
97,RGB_63643987031960.jpg,0.05,0.95,0.05,0.95,1_HYSE
98,RGB_63642838294864.jpg,0.05,0.95,0.05,0.95,1_HYSE
99,RGB_63643501628374.jpg,0.05,0.95,0.05,0.95,1_HYSE
100,RGB_63642630992163.jpg,0.05,0.95,0.05,0.95,1_HYSE
101,RGB_63643970350910.jpg,0.05,0.95,0.05,0.95,1_HYSE
102,RGB_63642630142341.jpg,0.05,0.95,0.05,0.95,1_HYSE
103,RGB_63643400369521.jpg,0.05,0.95,0.05,0.95,1_HYSE
104,RGB_63642132454571.jpg,0.05,0.95,0.05,0.95,1_HYSE
105,RGB_63643987136592.jpg,0.05,0.95,0.05,0.95,1_HYSE
106,RGB_63644268916181.jpg,0.05,0.95,0.05,0.95,1_HYSE
107,RGB_63642628601079.jpg,0.05,0.95,0.05,0.95,1_HYSE
108,RGB_63643462187522.jpg,0.05,0.95,0.05,0.95,1_HYSE
109,RGB_63644266871104.jpg,0.05,0.95,0.05,0.95,1_HYSE
110,RGB_63642132466782.jpg,0.05,0.95,0.05,0.95,1_HYSE
111,RGB_63642628546038.jpg,0.05,0.95,0.05,0.95,1_HYSE
112,RGB_63643377849512.jpg,0.05,0.95,0.05,0.95,1_HYSE
113,RGB_63643970180139.jpg,0.05,0.95,0.05,0.95,1_HYSE
114,RGB_63644065360608.jpg,0.05,0.95,0.05,0.95,1_HYSE
115,RGB_63644427782174.jpg,0.05,0.95,0.05,0.95,1_HYSE
116,RGB_63643986578351.jpg,0.05,0.95,0.05,0.95,1_HYSE
117,RGB_63642132445585.jpg,0.05,0.95,0.05,0.95,1_HYSE
118,RGB_63643417497128.jpg,0.05,0.95,0.05,0.95,1_HYSE
119,RGB_63642838313821.jpg,0.05,0.95,0.05,0.95,1_HYSE
120,RGB_63642838287116.jpg,0.05,0.95,0.05,0.95,1_HYSE
121,RGB_63642628349813.jpg,0.05,0.95,0.05,0.95,1_HYSE
122,RGB_63643400256123.jpg,0.05,0.95,0.05,0.95,1_HYSE
123,RGB_63642132461704.jpg,0.05,0.95,0.05,0.95,1_HYSE
124,RGB_63643401161019.jpg,0.05,0.95,0.05,0.95,1_HYSE
125,RGB_63643445234648.jpg,0.05,0.95,0.05,0.95,1_HYSE
126,RGB_63644265653127.jpg,0.05,0.95,0.05,0.95,1_HYSE
127,RGB_63643529847421.jpg,0.05,0.95,0.05,0.95,1_HYSE
128,RGB_63642628264040.jpg,0.05,0.95,0.05,0.95,1_HYSE
129,RGB_63642132469707.jpg,0.05,0.95,0.05,0.95,1_HYSE
130,RGB_63642628280044.jpg,0.05,0.95,0.05,0.95,1_HYSE
131,RGB_63643988771195.jpg,0.05,0.95,0.05,0.95,1_HYSE
132,RGB_63643459574771.jpg,0.05,0.95,0.05,0.95,1_HYSE
133,RGB_63643507798275.jpg,0.05,0.95,0.05,0.95,1_HYSE
134,RGB_63643901902305.jpg,0.05,0.95,0.05,0.95,1_HYSE
135,RGB_63643335502203.jpg,0.05,0.95,0.05,0.95,1_HYSE
136,RGB_63643991133716.jpg,0.05,0.95,0.05,0.95,1_HYSE
137,RGB_63644266127088.jpg,0.05,0.95,0.05,0.95,1_HYSE
138,RGB_63643903780107.jpg,0.05,0.95,0.05,0.95,1_HYSE
139,RGB_63643377728844.jpg,0.05,0.95,0.05,0.95,1_HYSE
140,RGB_63644270437418.jpg,0.05,0.95,0.05,0.95,1_HYSE
141,RGB_63644269378313.jpg,0.05,0.95,0.05,0.95,1_HYSE
142,RGB_63642628776831.jpg,0.05,0.95,0.05,0.95,1_HYSE
143,RGB_63642132449056.jpg,0.05,0.95,0.05,0.95,1_HYSE
144,RGB_63643643876733.jpg,0.05,0.95,0.05,0.95,1_HYSE
145,RGB_63643377758866.jpg,0.05,0.95,0.05,0.95,1_HYSE
146,RGB_63642833648592.jpg,0.05,0.95,0.05,0.95,1_HYSE
147,RGB_63643988101897.jpg,0.05,0.95,0.05,0.95,1_HYSE
148,RGB_63642132463818.jpg,0.05,0.95,0.05,0.95,1_HYSE
149,RGB_63645548234431.jpg,0.05,0.95,0.05,0.95,1_HYSE
150,RGB_63642833647869.jpg,0.05,0.95,0.05,0.95,1_HYSE
151,RGB_63643974427910.jpg,0.05,0.95,0.05,0.95,1_HYSE
152,RGB_63642244366719.jpg,0.05,0.95,0.05,0.95,1_HYSE
153,RGB_63645548216189.jpg,0.05,0.95,0.05,0.95,1_HYSE
154,RGB_63643989759220.jpg,0.05,0.95,0.05,0.95,1_HYSE
155,RGB_63643970127307.jpg,0.05,0.95,0.05,0.95,1_HYSE
156,RGB_63642132454979.jpg,0.05,0.95,0.05,0.95,1_HYSE
157,RGB_63643400241330.jpg,0.05,0.95,0.05,0.95,1_HYSE
158,RGB_63642838282358.jpg,0.05,0.95,0.05,0.95,1_HYSE
159,RGB_63643439467516.jpg,0.05,0.95,0.05,0.95,1_HYSE
160,RGB_63643333740000.jpg,0.05,0.95,0.05,0.95,1_HYSE
161,RGB_63643970244912.jpg,0.05,0.95,0.05,0.95,1_HYSE
162,RGB_63643399552404.jpg,0.05,0.95,0.05,0.95,1_HYSE
163,RGB_63643499527569.jpg,0.05,0.95,0.05,0.95,1_HYSE
164,RGB_63643969887491.jpg,0.05,0.95,0.05,0.95,1_HYSE
165,RGB_63644266306745.jpg,0.05,0.95,0.05,0.95,1_HYSE
166,RGB_63642132455807.jpg,0.05,0.95,0.05,0.95,1_HYSE
167,RGB_63643507775566.jpg,0.05,0.95,0.05,0.95,1_HYSE
168,RGB_63643972490194.jpg,0.05,0.95,0.05,0.95,1_HYSE
169,RGB_63643340117533.jpg,0.05,0.95,0.05,0.95,1_HYSE
170,RGB_63645551024599.jpg,0.05,0.95,0.05,0.95,1_HYSE
171,RGB_63643989332613.jpg,0.05,0.95,0.05,0.95,1_HYSE
172,RGB_63643483486875.jpg,0.05,0.95,0.05,0.95,1_HYSE
173,RGB_63642630137240.jpg,0.05,0.95,0.05,0.95,1_HYSE
174,RGB_63643357421980.jpg,0.05,0.95,0.05,0.95,1_HYSE
175,RGB_63644203063427.jpg,0.05,0.95,0.05,0.95,1_HYSE
176,RGB_63643356074528.jpg,0.05,0.95,0.05,0.95,1_HYSE
177,RGB_63643499478690.jpg,0.05,0.95,0.05,0.95,1_HYSE
178,RGB_63644320296354.jpg,0.05,0.95,0.05,0.95,1_HYSE
179,RGB_63645550967491.jpg,0.05,0.95,0.05,0.95,1_HYSE
180,RGB_63644267818392.jpg,0.05,0.95,0.05,0.95,1_HYSE
181,RGB_63643969007870.jpg,0.05,0.95,0.05,0.95,1_HYSE
182,RGB_63643906276035.jpg,0.05,0.95,0.05,0.95,1_HYSE
